Service Code,Dept or Currency Code,Dept or Currency Desc,Activity,Unit cost,Cost
Regular Day or Night Admissions,WJ07D ," Fever of Unknown Origin without Interventions, with CC Score 0-3",87,150.3239,13078.1768
Regular Day or Night Admissions,WJ10A , HIV disease with multiple interventions,118,66.0275,7791.244
Regular Day or Night Admissions,WJ10E ," HIV disease without interventions, with CC score 2–4",19,569.2972,10816.6476
Regular Day or Night Admissions,WJ10F ," HIV disease without Interventions, with CC score 0–1",19,749.663,14243.5967
Regular Day or Night Admissions,WJ11Z , Other Disorders of Immunity,4815,618.0393,2975859.185
Regular Day or Night Admissions,YA11Z ," Percutaneous Transluminal Arteriography, of Intracranial or Extracranial Blood Vessel",10,3313.4845,33134.8447
Regular Day or Night Admissions,YD03Z ," Percutaneous Biopsy of Lesion of, Lung or Mediastinum",14,758.1406,10613.9688
Regular Day or Night Admissions,YD05Z , Percutaneous Aspiration of Pleural Cavity,34,444.6801,15119.1222
Regular Day or Night Admissions,YF05Z , Percutaneous Biopsy of Abdominal Cavity,17,1211.7049,20598.9826
Regular Day or Night Admissions,YG11A ," Percutaneous Punch Biopsy of Lesion of Liver, 19 years and over",61,782.4869,47731.6992
Regular Day or Night Admissions,YH30A ," Percutaneous Aspiration of Joint, 19 years and over",11,229.634,2525.9736
Regular Day or Night Admissions,YH31A ," Percutaneous Biopsy of Lesion of Bone, 19 years and over",13,761.2143,9895.7859
Regular Day or Night Admissions,YL11Z ," Unilateral, Percutaneous Insertion of, Ureteric Stent or Nephrostomy",10,942.0341,9420.3409
Regular Day or Night Admissions,YL20A ," Percutaneous Needle Biopsy of Lesion of Kidney, 19 years and over",67,1156.233,77467.6088
Regular Day or Night Admissions,YQ42Z ," Open Arteriovenous Fistula, Graft or Shunt Procedures",30,1763.5432,52906.2952
Regular Day or Night Admissions,YQ50A , Peripheral Vascular Disorders with CC Score 15+,67,451.6207,30258.5889
Regular Day or Night Admissions,YQ50B , Peripheral Vascular Disorders with CC Score 11-14,77,485.4782,37381.8194
Regular Day or Night Admissions,YQ50C , Peripheral Vascular Disorders with CC Score 8-10,121,471.735,57079.9345
Regular Day or Night Admissions,YQ50D , Peripheral Vascular Disorders with CC Score 5-7,286,518.0627,148165.9305
Regular Day or Night Admissions,YQ50E , Peripheral Vascular Disorders with CC Score 2-4,547,581.3279,317986.3736
Regular Day or Night Admissions,YQ50F , Peripheral Vascular Disorders with CC Score 0-1,347,647.8884,224817.2904
Regular Day or Night Admissions,YQ51D , Deep Vein Thrombosis with CC Score 3-5,30,423.1386,12694.1585
Regular Day or Night Admissions,YQ51E , Deep Vein Thrombosis with CC Score 0-2,65,349.1455,22694.4551
Regular Day or Night Admissions,YR24C , Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 4+,10,272.5306,2725.3064
Regular Day or Night Admissions,YR24D , Percutaneous Transluminal Other Procedures on Blood Vessel with CC Score 0-3,18,341.2958,6143.3237
Regular Day or Night Admissions,YR40A ," Insertion of Non-Tunnelled Central Venous Catheter, 19 years and over",285,1438.3084,409917.8836
Regular Day or Night Admissions,YR41A ," Insertion of Tunnelled Central Venous Catheter, 19 years and over",89,689.0504,61325.4824
Regular Day or Night Admissions,YR42A ," Peripheral Insertion of Central Venous Catheter, 19 years and over",2200,440.4517,968993.6619
Regular Day or Night Admissions,YR43A ," Attention to Central Venous Catheter, 19 years and over",16341,309.6728,5060363.724
Regular Day or Night Admissions,YR43C ," Attention to Central Venous Catheter, between 6 and 18 years",403,756.5202,304877.6598
Regular Day or Night Admissions,YR43D ," Attention to Central Venous Catheter, 5 years and under",129,761.3873,98218.9616
Regular Day or Night Admissions,YR44A ," Removal of Central Venous Catheter, 19 years and over",1030,330.5539,340470.5003
Regular Day or Night Admissions,YR44C ," Removal of Central Venous Catheter, between 6 and 18 years",13,2291.3906,29788.0784
Regular Day or Night Admissions,YR45A ," Insertion of Subcutaneous Port, 19 years and over",122,685.1579,83589.2656
Regular Day or Night Admissions,YR45B ," Insertion of Subcutaneous Port, 18 years and under",16,3514.4316,56230.9054
Regular Day or Night Admissions,YR46Z , Attention to Subcutaneous Port,1738,202.7506,352380.5849
Regular Day or Night Admissions,YR47Z , Removal of Subcutaneous Port,59,275.4171,16249.6062
Regular Day or Night Admissions,YR48Z ," Attention to Arteriovenous Fistula, Graft or Shunt",16,2128.8891,34062.2259
Rehabilitation Inpatient,AA22C ," Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC Score 14+",2219,685.5989,1521343.859
Rehabilitation Inpatient,AA22D ," Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC Score 11-13",446,960.8771,428551.1687
Rehabilitation Inpatient,AA22E ," Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC Score 8-10",434,534.6355,232031.8031
Rehabilitation Inpatient,AA22F ," Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC Score 5-7",255,606.4697,154649.7759
Rehabilitation Inpatient,AA22G ," Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC Score 0-4",216,476.3779,102897.6307
Rehabilitation Inpatient,AA23C , Haemorrhagic Cerebrovascular Disorders with CC Score 14+,2617,389.9322,1020452.534
Rehabilitation Inpatient,AA23D , Haemorrhagic Cerebrovascular Disorders with CC Score 10-13,817,579.3203,473304.6725
Rehabilitation Inpatient,AA23E , Haemorrhagic Cerebrovascular Disorders with CC Score 6-9,760,635.5052,482983.9881
Rehabilitation Inpatient,AA23F , Haemorrhagic Cerebrovascular Disorders with CC Score 3-5,469,599.9668,281384.4342
Rehabilitation Inpatient,AA23G , Haemorrhagic Cerebrovascular Disorders with CC Score 0-2,118,408.9912,48260.9624
Rehabilitation Inpatient,AA24C ," Brain Tumours or Cerebral Cysts, with CC Score 11+",1369,440.7088,603330.3646
Rehabilitation Inpatient,AA24D ," Brain Tumours or Cerebral Cysts, with CC Score 8-10",476,812.2955,386652.6717
Rehabilitation Inpatient,AA24E ," Brain Tumours or Cerebral Cysts, with CC Score 6-7",106,771.9418,81825.8334
Rehabilitation Inpatient,AA24F ," Brain Tumours or Cerebral Cysts, with CC Score 4-5",86,288.7873,24835.7092
Rehabilitation Inpatient,AA24G ," Brain Tumours or Cerebral Cysts, with CC Score 2-3",65,430.7251,27997.1345
Rehabilitation Inpatient,AA24H ," Brain Tumours or Cerebral Cysts, with CC Score 0-1",84,512.809,43075.9581
Rehabilitation Inpatient,AA25C ," Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 14+",4967,785.8925,3903528.289
Rehabilitation Inpatient,AA25D ," Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 11-13",1417,545.182,772522.8738
Rehabilitation Inpatient,AA25E ," Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 8-10",1487,610.1629,907312.1753
Rehabilitation Inpatient,AA25F ," Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 5-7",734,548.7949,402815.4856
Rehabilitation Inpatient,AA25G ," Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC Score 0-4",1507,487.6064,734822.8376
Rehabilitation Inpatient,AA26C ," Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 15+",6598,588.0098,3879688.579
Rehabilitation Inpatient,AA26D ," Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 12-14",1792,625.6027,1121080.076
Rehabilitation Inpatient,AA26E ," Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 9-11",1768,579.2726,1024153.929
Rehabilitation Inpatient,AA26F ," Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 6-8",1726,632.2675,1091293.68
Rehabilitation Inpatient,AA26G ," Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 3-5",1123,522.8422,587151.7601
Rehabilitation Inpatient,AA26H ," Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC Score 0-2",1699,476.697,809908.1611
Rehabilitation Inpatient,AA28C , Motor Neuron Disease with CC Score 8+,156,771.2101,120308.7813
Rehabilitation Inpatient,AA28D , Motor Neuron Disease with CC Score 5-7,54,567.3994,30639.5649
Rehabilitation Inpatient,AA29C , Transient Ischaemic Attack with CC Score 11+,197,504.8743,99460.2307
Rehabilitation Inpatient,AA29D , Transient Ischaemic Attack with CC Score 8-10,100,480.6311,48063.1145
Rehabilitation Inpatient,AA29E , Transient Ischaemic Attack with CC Score 5-7,65,467.2886,30373.7611
Rehabilitation Inpatient,AA29F , Transient Ischaemic Attack with CC Score 0-4,102,492.7641,50261.9366
Rehabilitation Inpatient,AA30C ," Medical Care of Patients with Multiple Sclerosis, with CC Score 8+",960,657.7861,631474.6554
Rehabilitation Inpatient,AA30D ," Medical Care of Patients with Multiple Sclerosis, with CC Score 5-7",391,635.4704,248468.9171
Rehabilitation Inpatient,AA30E ," Medical Care of Patients with Multiple Sclerosis, with CC Score 2-4",89,702.1647,62492.6565
Rehabilitation Inpatient,AA30F ," Medical Care of Patients with Multiple Sclerosis, with CC Score 0-1",174,570.4072,99250.8516
Rehabilitation Inpatient,AA31C ," Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 11+",169,651.2491,110061.0964
Rehabilitation Inpatient,AA31D ," Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 7-10",39,617.1491,24068.814
Rehabilitation Inpatient,AA31E ," Headache, Migraine or Cerebrospinal Fluid Leak, with CC Score 0-6",132,605.3415,79905.0758
Rehabilitation Inpatient,AA33C ," Conventional EEG, EMG or Nerve Conduction Studies, 19 years and over",409,571.3755,233692.5854
Rehabilitation Inpatient,AA35A , Stroke with CC Score 16+,15009,411.0447,6169370.481
Rehabilitation Inpatient,AA35B , Stroke with CC Score 13-15,9286,571.1948,5304115.139
Rehabilitation Inpatient,AA35C , Stroke with CC Score 10-12,7743,588.0743,4553459.062
Rehabilitation Inpatient,AA35D , Stroke with CC Score 7-9,6508,554.9773,3611792.178
Rehabilitation Inpatient,AA35E , Stroke with CC Score 4-6,5686,578.818,3291159.293
Rehabilitation Inpatient,AA35F , Stroke with CC Score 0-3,7768,566.6032,4401373.872
Rehabilitation Inpatient,AA51A ," Complex Intracranial Procedures, 19 years and over, with CC Score 12+",69,997.4332,68822.8912
Rehabilitation Inpatient,AA51B ," Complex Intracranial Procedures, 19 years and over, with CC Score 8-11",184,593.6612,109233.663
Rehabilitation Inpatient,AA52A ," Very Major Intracranial Procedures, 19 years and over, with CC Score 12+",65,395.8217,25728.4103
Rehabilitation Inpatient,AA54A ," Intermediate Intracranial Procedures, 19 years and over, with CC Score 4+",91,616.9177,56139.5081
Rehabilitation Inpatient,AA55A ," Minor Intracranial Procedures, 19 years and over, with CC Score 4+",37,141.39,5231.4286
Rehabilitation Inpatient,AA57A ," Minimal Intracranial Procedures, 19 years and over",520,757.9123,394114.4159
Rehabilitation Inpatient,AA61A ," Insertion of Intrathecal Drug Delivery Device for Treatment of Neurological Conditions, 19 years and over",118,1203.6109,142026.0862
Rehabilitation Inpatient,AA80Z , Complex Long-Term EEG Monitoring,152,476.5153,72430.3196
Rehabilitation Inpatient,BZ24E ," Non-Surgical Ophthalmology without Interventions, with CC Score 5+",218,584.9226,127513.12
Rehabilitation Inpatient,BZ24F ," Non-Surgical Ophthalmology without Interventions, with CC Score 2-4",139,496.6237,69030.7001
Rehabilitation Inpatient,BZ24G ," Non-Surgical Ophthalmology without Interventions, with CC Score 0-1",215,511.2675,109922.5146
Rehabilitation Inpatient,BZ45A ," Intermediate Oculoplastics Procedures, 19 years and over, with CC Score 2+",105,114.569,12029.7464
Rehabilitation Inpatient,CA13A ," Minor Treatment of Epistaxis, 19 years and over",56,380.4869,21307.2645
Rehabilitation Inpatient,CA36A ," Clearance of External Auditory Canal, 19 years and over",95,690.4114,65589.0849
Rehabilitation Inpatient,CA69A ," Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",273,222.4259,60722.2767
Rehabilitation Inpatient,CA85A ," Minor, Mouth or Throat Procedures, 19 years and over",412,571.7966,235580.201
Rehabilitation Inpatient,CB01A ," Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+",13,528.8036,6874.4462
Rehabilitation Inpatient,CB01D ," Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+",36,642.1093,23115.9331
Rehabilitation Inpatient,CB01E ," Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8",41,577.0224,23657.9185
Rehabilitation Inpatient,CB01F ," Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4",85,1236.2996,105085.4634
Rehabilitation Inpatient,CB02A ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+",300,672.0314,201609.4126
Rehabilitation Inpatient,CB02C ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0",25,573.6947,14342.3663
Rehabilitation Inpatient,CB02D ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",1450,532.9546,772784.2254
Rehabilitation Inpatient,CB02E ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",337,615.723,207498.6359
Rehabilitation Inpatient,CB02F ," Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",391,525.2553,205374.8315
Rehabilitation Inpatient,DX01A ," COVID-19 Infection, with Major Manifestations, 19 years and over",1047,495.7979,519100.3713
Rehabilitation Inpatient,DX11A ," COVID-19 Infection, with Pneumonia, 19 years and over",499,608.4395,303611.302
Rehabilitation Inpatient,DX21A ," COVID-19 Infection, 19 years and over",2217,516.5049,1145091.361
Rehabilitation Inpatient,DZ09J ," Pulmonary Embolus with Interventions, with CC Score 9+",25,332.2298,8305.7459
Rehabilitation Inpatient,DZ09L ," Pulmonary Embolus without Interventions, with CC Score 12+",325,490.9718,159565.8495
Rehabilitation Inpatient,DZ09M ," Pulmonary Embolus without Interventions, with CC Score 9-11",98,537.2005,52645.6452
Rehabilitation Inpatient,DZ09N ," Pulmonary Embolus without Interventions, with CC Score 6-8",92,384.1004,35337.2413
Rehabilitation Inpatient,DZ09P ," Pulmonary Embolus without Interventions, with CC Score 3-5",35,574.8995,20121.4826
Rehabilitation Inpatient,DZ09Q ," Pulmonary Embolus without Interventions, with CC Score 0-2",71,475.4879,33759.6435
Rehabilitation Inpatient,DZ10L ," Lung Abscess-Empyema without Interventions, with CC Score 9+",50,435.2058,21760.2896
Rehabilitation Inpatient,DZ10M ," Lung Abscess-Empyema without Interventions, with CC Score 5-8",20,384.475,7689.4998
Rehabilitation Inpatient,DZ10N ," Lung Abscess-Empyema without Interventions, with CC Score 0-4",35,550.1775,19256.2121
Rehabilitation Inpatient,DZ11K ," Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 14+",359,523.9777,188107.9846
Rehabilitation Inpatient,DZ11L ," Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 9-13",125,530.5111,66313.8888
Rehabilitation Inpatient,DZ11M ," Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 0-8",146,479.4961,70006.4368
Rehabilitation Inpatient,DZ11N ," Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",256,436.2666,111684.242
Rehabilitation Inpatient,DZ11P ," Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",259,550.0195,142455.048
Rehabilitation Inpatient,DZ11Q ," Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",105,446.1848,46849.4051
Rehabilitation Inpatient,DZ11R ," Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",2856,489.55,1398154.881
Rehabilitation Inpatient,DZ11S ," Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",2858,561.5283,1604847.852
Rehabilitation Inpatient,DZ11T ," Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",1752,530.4632,929371.4603
Rehabilitation Inpatient,DZ11U ," Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",1340,477.7928,640242.3036
Rehabilitation Inpatient,DZ11V ," Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",3096,500.099,1548306.6
Rehabilitation Inpatient,DZ12C , Bronchiectasis with CC Score 8+,205,590.2836,121008.1364
Rehabilitation Inpatient,DZ12D , Bronchiectasis with CC Score 5-7,58,497.6463,28863.4846
Rehabilitation Inpatient,DZ15M , Asthma with Interventions,28,48.2253,1350.3071
Rehabilitation Inpatient,DZ15N ," Asthma without Interventions, with CC Score 9+",71,375.5365,26663.0891
Rehabilitation Inpatient,DZ15P ," Asthma without Interventions, with CC Score 6-8",27,610.7371,16489.9009
Rehabilitation Inpatient,DZ15Q ," Asthma without Interventions, with CC Score 3-5",28,445.5317,12474.8863
Rehabilitation Inpatient,DZ15R ," Asthma without Interventions, with CC Score 0-2",15,539.5812,8093.7176
Rehabilitation Inpatient,DZ16H ," Pleural Effusion with Multiple Interventions, with CC Score 11+",32,558.9782,17887.3018
Rehabilitation Inpatient,DZ16L ," Pleural Effusion with Single Intervention, with CC Score 11+",21,581.9206,12220.3318
Rehabilitation Inpatient,DZ16P ," Pleural Effusion without Interventions, with CC Score 11+",76,443.5145,33707.1032
Rehabilitation Inpatient,DZ16Q ," Pleural Effusion without Interventions, with CC Score 6-10",35,544.2759,19049.6567
Rehabilitation Inpatient,DZ16R ," Pleural Effusion without Interventions, with CC Score 0-5",24,535.86,12860.6401
Rehabilitation Inpatient,DZ17P ," Respiratory Neoplasms with Single Intervention, with CC Score 10+",28,744.732,20852.4949
Rehabilitation Inpatient,DZ17R ," Respiratory Neoplasms with Single Intervention, with CC Score 0-5",12,511.5478,6138.5739
Rehabilitation Inpatient,DZ17S ," Respiratory Neoplasms without Interventions, with CC Score 13+",38,584.0357,22193.3572
Rehabilitation Inpatient,DZ17T ," Respiratory Neoplasms without Interventions, with CC Score 8-12",132,544.5727,71883.5945
Rehabilitation Inpatient,DZ17U ," Respiratory Neoplasms without Interventions, with CC Score 4-7",81,545.3616,44174.2921
Rehabilitation Inpatient,DZ17V ," Respiratory Neoplasms without Interventions, with CC Score 0-3",176,526.2703,92623.5704
Rehabilitation Inpatient,DZ19L ," Other Respiratory Disorders without Interventions, with CC Score 11+",42,463.9827,19487.2728
Rehabilitation Inpatient,DZ19M ," Other Respiratory Disorders without Interventions, with CC Score 5-10",110,404.3707,44480.7733
Rehabilitation Inpatient,DZ19N ," Other Respiratory Disorders without Interventions, with CC Score 0-4",230,540.1443,124233.1791
Rehabilitation Inpatient,DZ20E ," Pulmonary Oedema without Interventions, with CC Score 6+",15,571.69,8575.3498
Rehabilitation Inpatient,DZ22K ," Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 9+",87,455.4997,39628.4779
Rehabilitation Inpatient,DZ22L ," Unspecified Acute Lower Respiratory Infection with Interventions, with CC Score 0-8",20,485.7355,9714.7093
Rehabilitation Inpatient,DZ22M ," Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 13+",485,480.2575,232924.8869
Rehabilitation Inpatient,DZ22N ," Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 9-12",1090,533.1097,581089.5526
Rehabilitation Inpatient,DZ22P ," Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 5-8",1159,480.2884,556654.2232
Rehabilitation Inpatient,DZ22Q ," Unspecified Acute Lower Respiratory Infection without Interventions, with CC Score 0-4",1216,545.2457,663018.7183
Rehabilitation Inpatient,DZ23L ," Bronchopneumonia without Interventions, with CC Score 11+",81,561.6601,45494.467
Rehabilitation Inpatient,DZ23M ," Bronchopneumonia without Interventions, with CC Score 6-10",19,587.2717,11158.1621
Rehabilitation Inpatient,DZ23N ," Bronchopneumonia without Interventions, with CC Score 0-5",41,553.7715,22704.6328
Rehabilitation Inpatient,DZ24J ," Inhalation, Lung Injury or Foreign Body, with Multiple Interventions, with CC Score 10+",78,525.2462,40969.2061
Rehabilitation Inpatient,DZ24L ," Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 10+",47,710.8577,33410.3106
Rehabilitation Inpatient,DZ24M ," Inhalation, Lung Injury or Foreign Body, with Single Intervention, with CC Score 0-9",22,480.2926,10566.4364
Rehabilitation Inpatient,DZ24N ," Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 14+",385,532.4105,204978.055
Rehabilitation Inpatient,DZ24P ," Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 10-13",540,500.2022,270109.164
Rehabilitation Inpatient,DZ24Q ," Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 6-9",335,535.5507,179409.4729
Rehabilitation Inpatient,DZ24R ," Inhalation, Lung Injury or Foreign Body, without Interventions, with CC Score 0-5",608,483.6336,294049.2448
Rehabilitation Inpatient,DZ25G ," Fibrosis or Pneumoconiosis, with Interventions, with CC Score 7+",20,569.9641,11399.2813
Rehabilitation Inpatient,DZ25J ," Fibrosis or Pneumoconiosis, without Interventions, with CC Score 10+",142,608.8206,86452.5316
Rehabilitation Inpatient,DZ25K ," Fibrosis or Pneumoconiosis, without Interventions, with CC Score 7-9",11,444.0894,4884.9837
Rehabilitation Inpatient,DZ25M ," Fibrosis or Pneumoconiosis, without Interventions, with CC Score 0-3",105,506.4404,53176.2405
Rehabilitation Inpatient,DZ26G ," Pneumothorax or Intrathoracic Injuries, with Multiple Interventions, with CC Score 6+",15,574.0751,8611.1269
Rehabilitation Inpatient,DZ26L ," Pneumothorax or Intrathoracic Injuries, with Single Intervention, with CC Score 0-2",18,495.2049,8913.6883
Rehabilitation Inpatient,DZ26M ," Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 6+",90,545.4358,49089.2254
Rehabilitation Inpatient,DZ26N ," Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 3-5",27,379.2451,10239.619
Rehabilitation Inpatient,DZ26P ," Pneumothorax or Intrathoracic Injuries, without Interventions, with CC Score 0-2",13,479.742,6236.6466
Rehabilitation Inpatient,DZ27P ," Respiratory Failure with Single Intervention, with CC Score 11+",20,109.8719,2197.4385
Rehabilitation Inpatient,DZ27S ," Respiratory Failure without Interventions, with CC Score 11+",180,875.0309,157505.5653
Rehabilitation Inpatient,DZ27T ," Respiratory Failure without Interventions, with CC Score 6-10",179,532.8695,95383.6341
Rehabilitation Inpatient,DZ27U ," Respiratory Failure without Interventions, with CC Score 0-5",236,526.3656,124222.289
Rehabilitation Inpatient,DZ29H ," Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 5+",39,753.8892,29401.6772
Rehabilitation Inpatient,DZ29J ," Granulomatous, Allergic Alveolitis or Autoimmune Lung Disease, without Interventions, with CC Score 2-4",24,966.9294,23206.3049
Rehabilitation Inpatient,DZ37A ," Non-Invasive Ventilation Support Assessment, 19 years and over",259,218.1677,56505.4455
Rehabilitation Inpatient,DZ51Z , Complex Tuberculosis,346,1525.8469,527943.0362
Rehabilitation Inpatient,DZ63A ," Major Thoracic Procedures, 19 years and over, with CC Score 6+",18,572.3941,10303.0936
Rehabilitation Inpatient,DZ65A ," Chronic Obstructive Pulmonary Disease or Bronchitis, with Multiple Interventions, with CC Score 9+",93,444.6559,41353.0012
Rehabilitation Inpatient,DZ65B ," Chronic Obstructive Pulmonary Disease or Bronchitis, with Multiple Interventions, with CC Score 0-8",23,538.649,12388.9277
Rehabilitation Inpatient,DZ65C ," Chronic Obstructive Pulmonary Disease or Bronchitis, with Single Intervention, with CC Score 9+",77,365.6014,28151.3047
Rehabilitation Inpatient,DZ65F ," Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 13+",403,524.9148,211540.6472
Rehabilitation Inpatient,DZ65G ," Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 9-12",301,486.8086,146529.3777
Rehabilitation Inpatient,DZ65H ," Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 5-8",511,517.4668,264425.5576
Rehabilitation Inpatient,DZ65J ," Chronic Obstructive Pulmonary Disease or Bronchitis, without Interventions, with CC Score 0-4",779,530.6837,413402.6397
Rehabilitation Inpatient,DZ65K ," Chronic Obstructive Pulmonary Disease or Bronchitis, with length of stay 1 day or less, Discharged Home",381,509.1931,194002.5809
Rehabilitation Inpatient,EB02A , Endocarditis with CC Score 10+,126,75.4969,9512.6112
Rehabilitation Inpatient,EB02B , Endocarditis with CC Score 5-9,50,609.2029,30460.1451
Rehabilitation Inpatient,EB02C , Endocarditis with CC Score 0-4,41,448.3947,18384.1838
Rehabilitation Inpatient,EB03A ," Heart Failure or Shock, with CC Score 14+",1100,513.5272,564879.9452
Rehabilitation Inpatient,EB03B ," Heart Failure or Shock, with CC Score 11-13",657,462.8537,304094.8744
Rehabilitation Inpatient,EB03C ," Heart Failure or Shock, with CC Score 8-10",687,528.0049,362739.3385
Rehabilitation Inpatient,EB03D ," Heart Failure or Shock, with CC Score 4-7",360,526.4625,189526.4979
Rehabilitation Inpatient,EB03E ," Heart Failure or Shock, with CC Score 0-3",1099,492.8845,541680.0486
Rehabilitation Inpatient,EB04Z , Hypertension,251,522.4268,131129.1187
Rehabilitation Inpatient,EB05A , Cardiac Arrest with CC Score 9+,95,119.9874,11398.8005
Rehabilitation Inpatient,EB06A , Cardiac Valve Disorders with CC Score 13+,16,418.9981,6703.97
Rehabilitation Inpatient,EB06B , Cardiac Valve Disorders with CC Score 9-12,27,464.07,12529.891
Rehabilitation Inpatient,EB06C , Cardiac Valve Disorders with CC Score 5-8,40,531.8854,21275.4175
Rehabilitation Inpatient,EB06D , Cardiac Valve Disorders with CC Score 0-4,79,475.3776,37554.83
Rehabilitation Inpatient,EB07A ," Arrhythmia or Conduction Disorders, with CC Score 13+",587,487.1478,285955.7398
Rehabilitation Inpatient,EB07B ," Arrhythmia or Conduction Disorders, with CC Score 10-12",274,469.5826,128665.6378
Rehabilitation Inpatient,EB07C ," Arrhythmia or Conduction Disorders, with CC Score 7-9",434,543.9103,236057.0689
Rehabilitation Inpatient,EB07D ," Arrhythmia or Conduction Disorders, with CC Score 4-6",259,545.0341,141163.8196
Rehabilitation Inpatient,EB07E ," Arrhythmia or Conduction Disorders, with CC Score 0-3",800,476.1835,380946.828
Rehabilitation Inpatient,EB08A ," Syncope or Collapse, with CC Score 13+",761,514.8038,391765.7096
Rehabilitation Inpatient,EB08B ," Syncope or Collapse, with CC Score 10-12",253,450.2525,113913.8875
Rehabilitation Inpatient,EB08C ," Syncope or Collapse, with CC Score 7-9",451,497.9408,224571.3073
Rehabilitation Inpatient,EB08D ," Syncope or Collapse, with CC Score 4-6",410,450.8309,184840.6492
Rehabilitation Inpatient,EB08E ," Syncope or Collapse, with CC Score 0-3",534,522.9291,279244.1457
Rehabilitation Inpatient,EB10A ," Actual or Suspected Myocardial Infarction, with CC Score 13+",312,448.2487,139853.6012
Rehabilitation Inpatient,EB10B ," Actual or Suspected Myocardial Infarction, with CC Score 10-12",303,531.6083,161077.3275
Rehabilitation Inpatient,EB10C ," Actual or Suspected Myocardial Infarction, with CC Score 7-9",79,594.7634,46986.307
Rehabilitation Inpatient,EB10D ," Actual or Suspected Myocardial Infarction, with CC Score 4-6",47,423.4616,19902.6955
Rehabilitation Inpatient,EB10E ," Actual or Suspected Myocardial Infarction, with CC Score 0-3",521,522.0232,271974.1017
Rehabilitation Inpatient,EB12A , Unspecified Chest Pain with CC Score 11+,58,458.0938,26569.4417
